level_0,index,store,product,sales,date,invoice_total,invoice_totalTip,invoice_address_city,invoice_deleted_at,customerCategory_id,tableArea_id,address.company,address.city,item_product_discountable,item_product_pricePerUnit,item_retour,item_expirationDate,item_price,item_lineDiscountGross,item_invoiceDiscountGross,item_discountable,paymentMethod_id_x,productgroup_name,user_name,table_name
170,170,1,Cola Bacardi,2,2021-07-12,34.54,0,,,,cat_172501,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Außen 6
171,171,1,Schnitzel,5,2021-07-12,16.87,0,,,,cat_172501,,,1,4.5,0,,4.5,,,1,cat_480952,Speisen,jonaskrauss,Innen 10
172,172,1,Soda Zitrone,4,2021-07-12,22.58,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Außen 6
173,173,1,Spaghetti,1,2021-07-12,34.54,0,,,,cat_172501,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Außen 6
174,174,1,Worschtsalat,3,2021-07-12,26.0,0,,,,cat_172501,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Außen 6
175,175,1,Cola,3,2021-07-13,18.48,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 5
176,176,1,Cola Bacardi,2,2021-07-13,10.6,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 10
177,177,1,Schnitzel,1,2021-07-13,24.44,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 1
178,178,1,Soda Zitrone,2,2021-07-13,19.97,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 1
179,179,1,Spaghetti,2,2021-07-13,15.5,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
180,180,1,"Spritzer 0,25l",3,2021-07-13,15.21,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 10
181,181,1,Worschtsalat,2,2021-07-13,24.44,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 1
182,182,1,Cola,6,2021-07-14,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7
183,183,1,Cola Bacardi,4,2021-07-14,22.98,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 6
184,184,1,Schnitzel,6,2021-07-14,23.17,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 6
185,185,1,Soda Zitrone,14,2021-07-14,20.84,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 10
186,186,1,Spaghetti,7,2021-07-14,19.73,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 10
187,187,1,Worschtsalat,8,2021-07-14,20.48,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
188,188,1,Cola,6,2021-07-15,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7
189,189,1,Cola Bacardi,4,2021-07-15,22.98,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 6
190,190,1,Schnitzel,6,2021-07-15,23.17,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 6
191,191,1,Soda Zitrone,14,2021-07-15,20.84,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 10
192,192,1,Spaghetti,7,2021-07-15,19.73,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 10
193,193,1,"Spritzer 0,25l",2,2021-07-15,21.83,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 7
194,194,1,Worschtsalat,8,2021-07-15,20.48,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
195,195,1,Cola,6,2021-07-16,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7
196,196,1,Cola Bacardi,4,2021-07-16,22.98,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 6
197,197,1,Schnitzel,6,2021-07-16,23.17,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 6
198,198,1,Soda Zitrone,14,2021-07-16,20.84,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 10
199,199,1,Spaghetti,7,2021-07-16,19.73,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 10
200,200,1,"Spritzer 0,25l",2,2021-07-16,21.83,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 7
201,201,1,Worschtsalat,8,2021-07-16,20.48,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
202,202,1,Cola,3,2021-07-17,12.5,0,,,,cat_172501,,,1,1.8,0,,1.8,,,1,cat_480952,Alkoholfreie Getränke,jonaskrauss,Außen 7
203,203,1,Cola Bacardi,2,2021-07-17,34.54,0,,,,cat_172501,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Außen 6
204,204,1,Schnitzel,5,2021-07-17,16.87,0,,,,cat_172501,,,1,4.5,0,,4.5,,,1,cat_480952,Speisen,jonaskrauss,Innen 10
205,205,1,Soda Zitrone,4,2021-07-17,22.58,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Außen 6
206,206,1,Spaghetti,1,2021-07-17,34.54,0,,,,cat_172501,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Außen 6
207,207,1,Worschtsalat,3,2021-07-17,26.0,0,,,,cat_172501,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Außen 6
208,208,1,Cola,3,2021-07-18,18.48,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 5
209,209,1,Cola Bacardi,2,2021-07-18,10.6,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 10
210,210,1,Schnitzel,1,2021-07-18,24.44,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 1
211,211,1,Soda Zitrone,2,2021-07-18,19.97,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 1
212,212,1,Spaghetti,2,2021-07-18,15.5,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
213,213,1,"Spritzer 0,25l",3,2021-07-18,15.21,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 10
214,214,1,Worschtsalat,2,2021-07-18,24.44,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 1
215,215,1,Cola,3,2021-07-19,12.5,0,,,,cat_172501,,,1,1.8,0,,1.8,,,1,cat_480952,Alkoholfreie Getränke,jonaskrauss,Außen 7
216,216,1,Schnitzel,5,2021-07-19,16.87,0,,,,cat_172501,,,1,4.5,0,,4.5,,,1,cat_480952,Speisen,jonaskrauss,Innen 10
217,217,1,Soda Zitrone,4,2021-07-19,22.58,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Außen 6
218,218,1,Spaghetti,1,2021-07-19,34.54,0,,,,cat_172501,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Außen 6
219,219,1,Worschtsalat,3,2021-07-19,26.0,0,,,,cat_172501,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Außen 6
220,220,1,Cola,3,2021-07-20,18.48,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 5
221,221,1,Cola Bacardi,2,2021-07-20,10.6,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 10
222,222,1,Schnitzel,1,2021-07-20,24.44,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 1
223,223,1,Soda Zitrone,2,2021-07-20,19.97,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 1
224,224,1,Spaghetti,2,2021-07-20,15.5,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
225,225,1,"Spritzer 0,25l",3,2021-07-20,15.21,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 10
226,226,1,Worschtsalat,2,2021-07-20,24.44,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 1
227,227,1,Cola,6,2021-07-21,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7
228,228,1,Cola Bacardi,4,2021-07-21,22.98,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 6
229,229,1,Schnitzel,6,2021-07-21,23.17,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 6
230,230,1,Soda Zitrone,14,2021-07-21,20.84,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 10
231,231,1,Spaghetti,7,2021-07-21,19.73,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 10
232,232,1,"Spritzer 0,25l",2,2021-07-21,21.83,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 7
233,233,1,Worschtsalat,8,2021-07-21,20.48,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
234,234,1,Cola,6,2021-07-22,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7
235,235,1,Cola Bacardi,4,2021-07-22,22.98,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 6
236,236,1,Schnitzel,6,2021-07-22,23.17,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 6
237,237,1,Soda Zitrone,14,2021-07-22,20.84,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 10
238,238,1,Spaghetti,7,2021-07-22,19.73,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 10
239,239,1,"Spritzer 0,25l",2,2021-07-22,21.83,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 7
240,240,1,Worschtsalat,8,2021-07-22,20.48,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
241,241,1,Cola,6,2021-07-23,19.73,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 7
242,242,1,Cola Bacardi,4,2021-07-23,22.98,0,,,,cat_172500,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 6
243,243,1,Schnitzel,6,2021-07-23,23.17,0,,,,cat_172500,,,1,4.5,0,,4.5,,,1,cat_480951,Speisen,jonaskrauss,Innen 6
244,244,1,Soda Zitrone,14,2021-07-23,20.84,0,,,,cat_172500,,,1,1.5,0,,1.5,,,1,cat_480951,Alkoholfreie Getränke,jonaskrauss,Innen 10
245,245,1,Spaghetti,7,2021-07-23,19.73,0,,,,cat_172500,,,1,5.2,0,,5.2,,,1,cat_480951,Speisen,jonaskrauss,Innen 10
246,246,1,"Spritzer 0,25l",2,2021-07-23,21.83,0,,,,cat_172500,,,1,1.8,0,,1.8,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Innen 7
247,247,1,Worschtsalat,8,2021-07-23,20.48,0,,,,cat_172500,,,1,7.42,0,,7.42,,,1,cat_480951,Speisen,jonaskrauss,Innen 5
248,248,1,Cola,3,2021-07-24,12.5,0,,,,cat_172501,,,1,1.8,0,,1.8,,,1,cat_480952,Alkoholfreie Getränke,jonaskrauss,Außen 7
249,249,1,Cola Bacardi,2,2021-07-24,34.54,0,,,,cat_172501,,,1,3.5,0,,3.5,,,1,cat_480951,Alkoholische Getränke,jonaskrauss,Außen 6
