invoice_total,invoice_totalTip,invoice_address_city,invoice_deleted_at,date,customerCategory_id,tableArea_id,address.company,address.city,item_product_discountable,item_product_pricePerUnit,product,sales,item_retour,item_expirationDate,item_price,item_lineDiscountGross,item_invoiceDiscountGross,item_discountable,paymentMethod_id_x,productgroup_name,user_name,table_name,index,store
5.8,0,,,2021-10-22,,cat_177144,,,True,3.0,"Kuchen 3,00€",1,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,448960092,1
5.8,0,,,2021-10-22,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448960093,1
7.3,0,,,2021-10-22,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448940344,1
7.3,0,,,2021-10-22,,cat_177144,,,True,2.0,Tee,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,448940345,1
7.3,0,,,2021-10-22,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,448940346,1
5.3,0,,,2021-10-22,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448925166,1
5.3,0,,,2021-10-22,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,448925170,1
2.5,0,,,2021-10-22,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,448922924,1
27.2,0,,,2021-10-22,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,448914099,1
27.2,0,,,2021-10-22,,cat_177144,,,True,2.8,Kaffee Creme,2,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448914100,1
27.2,0,,,2021-10-22,,cat_177144,,,True,2.8,Cappuccino,2,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448914101,1
10.8,0,,,2021-10-22,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,448883754,1
10.8,0,,,2021-10-22,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448883755,1
13.8,0,,,2021-10-21,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495300,Essen,felix,Checkout,448589466,1
13.8,0,,,2021-10-21,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495300,Alk Getränke,felix,Checkout,448589467,1
13.8,0,,,2021-10-21,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495300,Warme Getränke,felix,Checkout,448589469,1
8.0,0,,,2021-10-21,,cat_177144,,,True,3.0,Dessert,1,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,448589184,1
8.0,0,,,2021-10-21,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,448589185,1
8.0,0,,,2021-10-21,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,448589186,1
13.0,0,,,2021-10-21,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,448588938,1
13.0,0,,,2021-10-21,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,448588940,1
13.0,0,,,2021-10-21,,cat_177144,,,True,3.0,"Kuchen 3,00€",1,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,448588941,1
3.0,0,,,2021-10-21,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,448428687,1
14.0,0,,,2021-10-21,,cat_177144,,,True,2.8,Kaffee Creme,5,False,,2.8,,,True,cat_495299,Warme Getränke,felix,Checkout,448392027,1
8.0,0,,,2021-10-21,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,448368364,1
19.5,0,,,2021-10-20,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495299,Essen,felix,Checkout,448181670,1
19.5,0,,,2021-10-20,,cat_177144,,,True,3.5,Weinschorle,1,False,,3.5,,,True,cat_495299,Alk Getränke,felix,Checkout,448181671,1
19.5,0,,,2021-10-20,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495299,Alk Getränke,felix,Checkout,448181672,1
19.5,0,,,2021-10-20,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495299,Non-Alk Getränke,felix,Checkout,448181673,1
19.5,0,,,2021-10-20,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495299,Non-Alk Getränke,felix,Checkout,448181674,1
4.5,0,,,2021-10-20,,cat_177144,,,True,2.0,Tee,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,448170071,1
4.5,0,,,2021-10-20,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,448170072,1
2.8,0,,,2021-10-20,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448157651,1
2.0,0,,,2021-10-20,,cat_177144,,,True,2.0,Tee,1,False,,2.0,,,True,cat_495300,Warme Getränke,felix,Checkout,448139341,1
3.0,0,,,2021-10-20,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495300,Non-Alk Getränke,felix,Checkout,448138073,1
8.3,0,,,2021-10-20,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448127191,1
8.3,0,,,2021-10-20,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,448127192,1
8.3,0,,,2021-10-20,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,448127193,1
23.3,0,,,2021-10-20,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,448019605,1
23.3,0,,,2021-10-20,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,448019607,1
23.3,0,,,2021-10-20,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,448019608,1
23.3,0,,,2021-10-20,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448019610,1
10.5,0,,,2021-10-20,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,448016515,1
10.5,0,,,2021-10-20,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,448016516,1
3.0,0,,,2021-10-20,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,448002551,1
6.3,0,,,2021-10-20,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,448001926,1
6.3,0,,,2021-10-20,,cat_177144,,,True,3.5,Torte,1,False,,3.5,,,True,cat_495297,Essen,felix,Checkout,448001927,1
11.0,0,,,2021-10-20,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,447987617,1
11.0,0,,,2021-10-20,,cat_177144,,,True,3.0,"Kuchen 3,00€",1,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,447987618,1
2.8,0,,,2021-10-20,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,447941536,1
16.6,0,,,2021-10-19,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495300,Warme Getränke,felix,Checkout,447765222,1
16.6,0,,,2021-10-19,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495300,Warme Getränke,felix,Checkout,447765223,1
16.6,0,,,2021-10-19,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495300,Essen,felix,Checkout,447765224,1
16.6,0,,,2021-10-19,,cat_177144,,,True,3.0,"Kuchen 3,00€",1,False,,3.0,,,True,cat_495300,Essen,felix,Checkout,447765225,1
7.0,0,,,2021-10-19,,cat_177144,,,True,3.5,Weinschorle,1,False,,3.5,,,True,cat_495297,Alk Getränke,felix,Checkout,447765039,1
7.0,0,,,2021-10-19,,cat_177144,,,True,3.5,Torte,1,False,,3.5,,,True,cat_495297,Essen,felix,Checkout,447765041,1
5.0,0,,,2021-10-19,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,447764848,1
5.0,0,,,2021-10-19,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,447764849,1
11.0,0,,,2021-10-19,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,447763322,1
11.0,0,,,2021-10-19,,cat_177144,,,True,3.0,"Kuchen 3,00€",1,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,447763323,1
5.6,0,,,2021-10-19,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,447763200,1
5.6,0,,,2021-10-19,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,447763201,1
8.0,0,,,2021-10-19,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,447598322,1
11.0,0,,,2021-10-19,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,447598194,1
11.0,0,,,2021-10-19,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,447598195,1
19.6,0,,,2021-10-18,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495300,Warme Getränke,felix,Checkout,447399179,1
19.6,0,,,2021-10-18,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495300,Warme Getränke,felix,Checkout,447399181,1
19.6,0,,,2021-10-18,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495300,Essen,felix,Checkout,447399182,1
19.6,0,,,2021-10-18,,cat_177144,,,True,3.0,"Kuchen 3,00€",1,False,,3.0,,,True,cat_495300,Essen,felix,Checkout,447399183,1
19.6,0,,,2021-10-18,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495300,Alk Getränke,felix,Checkout,447399184,1
6.0,0,,,2021-10-18,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,447397633,1
6.0,0,,,2021-10-18,,cat_177144,,,True,3.5,Torte,1,False,,3.5,,,True,cat_495297,Essen,felix,Checkout,447397634,1
4.8,0,,,2021-10-18,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,447270189,1
4.8,0,,,2021-10-18,,cat_177144,,,True,2.0,Tee,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,447270190,1
5.8,0,,,2021-10-18,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,447253076,1
5.8,0,,,2021-10-18,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,447253077,1
10.0,0,,,2021-10-18,,cat_177144,,,True,2.0,Tee,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,447219298,1
10.0,0,,,2021-10-18,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,447219299,1
10.6,0,,,2021-10-17,,cat_177144,,,True,2.8,Cappuccino,2,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,447018742,1
10.6,0,,,2021-10-17,,cat_177144,,,True,2.5,"Kuchen 2,50€",2,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,447018743,1
7.8,0,,,2021-10-17,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,447005915,1
7.8,0,,,2021-10-17,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,447005917,1
7.8,0,,,2021-10-17,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,447005918,1
3.0,0,,,2021-10-17,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,447001199,1
8.3,0,,,2021-10-17,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446979236,1
8.3,0,,,2021-10-17,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,446979237,1
8.3,0,,,2021-10-17,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,446979238,1
21.8,0,,,2021-10-17,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,446968650,1
21.8,0,,,2021-10-17,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,446968651,1
21.8,0,,,2021-10-17,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446968652,1
5.6,0,,,2021-10-17,,cat_177144,,,True,2.8,Kaffee Creme,2,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446908137,1
5.6,0,,,2021-10-17,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446868436,1
5.6,0,,,2021-10-17,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446868437,1
6.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Limonade,2,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,446467234,1
3.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Dessert,1,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,446464048,1
18.5,0,,,2021-10-16,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,446434041,1
18.5,0,,,2021-10-16,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,446434042,1
9.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Limonade,3,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,446375911,1
2.8,0,,,2021-10-16,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446370448,1
11.1,0,,,2021-10-16,,cat_177144,,,True,2.8,Kaffee Creme,2,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446359841,1
11.1,0,,,2021-10-16,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,446359842,1
11.1,0,,,2021-10-16,,cat_177144,,,True,3.0,Dessert,1,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,446359843,1
14.0,0,,,2021-10-16,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,446330530,1
14.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Bier,2,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,446330531,1
3.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,446328515,1
2.8,0,,,2021-10-16,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446323976,1
10.8,0,,,2021-10-16,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446322483,1
10.8,0,,,2021-10-16,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,446322484,1
8.5,0,,,2021-10-16,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,446282743,1
8.5,0,,,2021-10-16,,cat_177144,,,True,3.0,Limonade,2,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,446282744,1
2.8,0,,,2021-10-16,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446270779,1
8.3,0,,,2021-10-16,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446255955,1
8.3,0,,,2021-10-16,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,446255956,1
8.3,0,,,2021-10-16,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,446255957,1
5.8,0,,,2021-10-16,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446235724,1
5.8,0,,,2021-10-16,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,446235726,1
11.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,446232194,1
11.0,0,,,2021-10-16,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,446232195,1
5.5,0,,,2021-10-16,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,446219824,1
5.5,0,,,2021-10-16,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,446219825,1
8.1,0,,,2021-10-16,,cat_177144,,,True,2.8,Cappuccino,2,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446191008,1
8.1,0,,,2021-10-16,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,446191010,1
9.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,446160528,1
9.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,446160529,1
9.0,0,,,2021-10-16,,cat_177144,,,True,3.0,Dessert,1,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,446160530,1
2.8,0,,,2021-10-16,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,446089799,1
11.0,0,,,2021-10-15,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,445812098,1
11.0,0,,,2021-10-15,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,445812099,1
7.0,0,,,2021-10-15,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495300,Non-Alk Getränke,felix,Checkout,445786843,1
7.0,0,,,2021-10-15,,cat_177144,,,True,2.0,Tee,2,False,,2.0,,,True,cat_495300,Warme Getränke,felix,Checkout,445786844,1
11.0,0,,,2021-10-15,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,445786652,1
11.0,0,,,2021-10-15,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,445786653,1
2.5,0,,,2021-10-15,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,445728461,1
10.0,0,,,2021-10-15,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495300,Essen,felix,Checkout,445660601,1
10.0,0,,,2021-10-15,,cat_177144,,,True,2.0,Tee,1,False,,2.0,,,True,cat_495300,Warme Getränke,felix,Checkout,445660603,1
3.0,0,,,2021-10-15,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,445620045,1
2.8,0,,,2021-10-15,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,445613198,1
3.0,0,,,2021-10-15,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,445604315,1
4.0,0,,,2021-10-15,,cat_177144,,,True,2.0,Espresso,2,False,,2.0,,,True,cat_495299,Warme Getränke,felix,Checkout,445597340,1
8.0,0,,,2021-10-15,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,445597029,1
11.0,0,,,2021-10-15,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,445570330,1
11.0,0,,,2021-10-15,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,445570331,1
3.0,0,,,2021-10-15,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,445527904,1
6.0,0,,,2021-10-15,,cat_177144,,,True,3.0,Milchkaffee,2,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,445519325,1
6.0,0,,,2021-10-15,,cat_177144,,,True,3.0,"Kuchen 3,00€",2,False,,3.0,,,True,cat_495297,Essen,felix,Checkout,445518838,1
5.8,0,,,2021-10-14,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,445269527,1
5.8,0,,,2021-10-14,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,445269528,1
8.0,0,,,2021-10-14,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,445071606,1
6.0,0,,,2021-10-14,,cat_177144,,,True,3.0,Limonade,2,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,445071044,1
2.8,0,,,2021-10-14,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,445063716,1
2.0,0,,,2021-10-14,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,445063277,1
2.0,0,,,2021-10-14,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,444989221,1
