index,date,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Snow Depth,Cloud Cover
66,2018-03-08,1.0,10.8,5.825,75.91708333333334,,16.829166666666666,39.6,247.08333333333334,1.9058823529411764,0.07916666666666666,0.0,50.95416666666667
67,2018-03-09,0.9,7.8,4.591666666666667,93.52541666666667,,4.820833333333334,,203.58333333333334,3.7181818181818183,0.23749999999999996,0.0,46.23333333333333
68,2018-03-10,5.9,12.8,9.1875,94.075,,5.158333333333333,,164.91666666666666,5.6,0.05833333333333333,0.0,50.73333333333333
69,2018-03-11,6.9,13.0,10.283333333333333,93.30166666666666,,5.166666666666667,,98.08333333333333,8.05,0.029166666666666664,0.0,47.020833333333336
70,2018-03-12,7.4,13.0,9.883333333333333,89.25083333333333,,11.033333333333333,29.5,208.29166666666666,7.1571428571428575,0.10416666666666667,0.0,47.03333333333333
71,2018-03-13,5.9,9.1,7.733333333333333,80.67541666666666,,21.204166666666666,37.82,257.4583333333333,4.475,0.029166666666666664,0.0,48.94166666666667
72,2018-03-14,3.8,10.3,6.770833333333333,73.28333333333333,,7.820833333333333,,182.95833333333334,4.2375,0.0,0.0,41.262499999999996
73,2018-03-15,2.7,11.1,7.029166666666666,66.65833333333333,,19.808333333333334,,78.25,2.0944444444444446,0.0,0.0,12.883333333333333
74,2018-03-16,3.1,10.2,7.279166666666666,89.58749999999999,,7.529166666666666,,214.0,5.19375,0.07083333333333335,0.0,50.5875
75,2018-03-17,-2.8,2.8,-0.7458333333333332,72.68541666666667,,19.2625,33.77777777777778,43.541666666666664,-6.016666666666667,0.0,0.0,50.104166666666664
76,2018-03-18,-4.1,-0.2,-2.5083333333333333,68.66,,20.558333333333334,34.0,45.208333333333336,-8.4625,0.0,0.0,44.60833333333333
77,2018-03-19,-3.2,2.8,-1.0083333333333333,54.79958333333334,,17.375,32.4,53.75,-6.033333333333334,0.0,0.0,36.0875
78,2018-03-20,-4.3,4.0,-0.22083333333333333,62.57125,,9.058333333333334,,191.0,-4.005,0.0,0.0,27.912499999999998
79,2018-03-21,-1.2,7.7,2.6166666666666667,52.33583333333333,,9.091666666666667,,201.08333333333334,0.058333333333333265,0.0,0.0,9.883333333333333
80,2018-03-22,-1.0,4.1,1.7291666666666667,85.64833333333333,,7.258333333333334,,263.9583333333333,-0.34375000000000006,0.04583333333333333,0.0,44.208333333333336
81,2018-03-23,2.9,6.8,4.5625,94.39416666666666,,5.854166666666667,,239.08333333333334,3.5461538461538464,0.025000000000000005,0.0,50.458333333333336
82,2018-03-24,2.8,10.9,6.366666666666667,69.87041666666666,,9.908333333333333,31.7,79.83333333333333,4.064705882352941,0.0,0.0,19.604166666666668
83,2018-03-25,-0.1,12.9,6.343478260869565,62.54869565217391,,3.9869565217391307,,106.82608695652173,5.65,0.0,0.0,10.721739130434782
84,2018-03-26,4.9,9.7,7.7749999999999995,62.49875,,4.05,,279.3181818181818,6.44,0.008333333333333333,0.0,35.32083333333333
85,2018-03-27,1.1,10.1,5.808333333333334,72.75041666666667,,8.137500000000001,37.1,207.70833333333334,4.65625,0.2041666666666667,0.0,47.012499999999996
86,2018-03-28,5.9,10.8,7.825,91.35083333333334,,10.579166666666667,48.2,239.33333333333334,5.54375,0.4041666666666666,0.0,46.79583333333333
87,2018-03-29,3.1,10.9,7.204166666666667,63.86375,,15.441666666666665,38.9,235.54166666666666,3.7588235294117647,0.0,0.0,33.295833333333334
88,2018-03-30,1.0,12.8,7.020833333333333,71.34666666666666,,9.0625,,129.125,3.1363636363636362,0.0,0.0,23.162499999999998
89,2018-03-31,3.9,14.7,9.174999999999999,65.8875,,6.995833333333334,40.699999999999996,299.9583333333333,5.933333333333334,0.0,0.0,40.87916666666667
90,2018-04-01,5.0,11.1,8.041666666666666,70.00958333333334,,14.091666666666667,35.3,290.4166666666667,5.357142857142857,0.0375,0.0,48.5
91,2018-04-02,2.8,13.8,8.454166666666667,66.86458333333333,,8.966666666666667,,182.125,3.5444444444444443,0.0,0.0,38.887499999999996
92,2018-04-03,8.1,18.1,13.4625,57.94166666666666,,9.579166666666667,,228.0,8.52,0.05833333333333333,0.0,41.645833333333336
93,2018-04-04,8.1,14.2,11.241666666666667,76.39541666666666,,11.179166666666667,40.85,205.875,8.5,0.05416666666666666,0.0,39.295833333333334
94,2018-04-05,8.3,12.0,9.775,68.90166666666667,,16.970833333333335,35.14,251.0,6.9937499999999995,0.07916666666666666,0.0,55.15833333333333
95,2018-04-06,1.0,15.0,8.704166666666667,52.440416666666664,,14.141666666666667,,83.41666666666667,2.730769230769231,0.0,0.0,22.09166666666667
96,2018-04-07,6.9,22.0,13.362499999999999,48.41041666666666,,12.858333333333334,,96.29166666666667,5.41,0.0,0.0,0.0
97,2018-04-08,12.6,23.2,17.095833333333335,44.45333333333334,,9.9,,84.08333333333333,,0.0,0.0,12.587499999999999
98,2018-04-09,12.0,20.2,15.983333333333334,54.57874999999999,,9.1625,,116.375,,0.0,0.0,16.98333333333333
99,2018-04-10,9.1,20.1,14.029166666666667,69.0625,,10.020833333333334,40.7,214.29166666666666,,0.0,0.0,44.612500000000004
100,2018-04-11,8.2,17.0,12.125,79.90166666666667,,9.9375,,138.72727272727272,7.85,0.5125000000000001,0.0,39.104166666666664
101,2018-04-12,12.1,18.9,15.733333333333334,63.3475,,10.791666666666666,27.7,153.0,,0.0,0.0,9.016666666666667
102,2018-04-13,10.1,13.9,11.966666666666667,81.09083333333334,,8.512500000000001,,239.54166666666666,,0.49583333333333335,0.0,21.162499999999998
103,2018-04-14,5.3,19.8,12.329166666666666,83.44291666666668,,4.054166666666666,,203.70833333333334,8.4,0.008333333333333333,0.0,24.75
104,2018-04-15,11.1,20.1,15.083333333333334,72.25291666666666,,4.325,37.1,210.66666666666666,,0.14583333333333334,0.0,37.49583333333333
105,2018-04-16,9.8,20.1,15.225,72.09833333333334,,6.708333333333333,35.3,263.8333333333333,,0.020833333333333332,0.0,23.983333333333334
106,2018-04-17,7.7,21.8,15.225,63.70708333333334,,6.208333333333333,,188.20833333333334,7.9,0.0,0.0,1.5374999999999999
107,2018-04-18,8.3,25.1,17.079166666666666,60.51791666666667,,5.195833333333334,,52.541666666666664,,0.0,0.0,0.0
108,2018-04-19,12.0,28.0,19.916666666666668,44.8225,26.433333333333334,9.333333333333334,,58.666666666666664,,0.0,0.0,0.0
109,2018-04-20,11.1,26.8,18.833333333333332,54.287083333333335,26.4,3.5124999999999997,,170.375,,0.0,0.0,0.0
110,2018-04-21,12.7,26.9,19.516666666666666,60.40541666666667,26.7,4.395833333333333,,168.16666666666666,,0.0,0.0,2.8708333333333336
111,2018-04-22,13.2,26.0,20.375,58.71625,,7.516666666666667,,158.83333333333334,,0.0,0.0,10.858333333333333
112,2018-04-23,14.1,22.7,18.1375,64.6625,,8.9625,35.660000000000004,281.75,,0.0,0.0,35.9375
113,2018-04-24,8.8,20.0,14.483333333333334,65.37333333333333,,11.666666666666666,,272.2083333333333,8.233333333333333,0.0,0.0,11.420833333333334
114,2018-04-25,8.0,17.8,13.304166666666667,73.93208333333334,,14.512500000000001,45.9,270.1666666666667,7.7,0.0,0.0,32.84166666666667
115,2018-04-26,6.2,15.1,11.104166666666666,57.48708333333334,,16.166666666666668,38.03333333333333,280.125,5.933333333333334,0.0,0.0,22.7
116,2018-04-27,3.9,19.1,11.8375,60.33875,,5.762499999999999,,139.33333333333334,5.733333333333333,0.0,0.0,20.0875
117,2018-04-28,7.8,17.2,12.8375,64.28125,,9.729166666666666,,281.2083333333333,7.266666666666667,0.0,0.0,20.770833333333332
118,2018-04-29,7.3,23.3,15.666666666666666,73.74,,8.416666666666666,30.6,118.08333333333333,7.5,0.05833333333333333,0.0,19.587500000000002
119,2018-04-30,10.9,20.0,14.5375,61.11708333333333,,26.09583333333333,43.71666666666667,220.54166666666666,,0.0,0.0,41.145833333333336
120,2018-05-01,6.1,13.2,9.554166666666667,57.708333333333336,,17.662499999999998,37.34285714285714,257.375,4.838461538461538,0.0,0.0,37.775
121,2018-05-02,2.1,16.0,9.695833333333333,61.68541666666667,,3.033333333333333,,142.29166666666666,1.9500000000000002,0.0,0.0,22.395833333333332
122,2018-05-03,8.7,18.9,13.520833333333334,60.54125,,7.675,,186.33333333333334,8.6,0.0,0.0,32.791666666666664
123,2018-05-04,9.2,21.1,15.516666666666666,47.62291666666667,,12.170833333333334,27.099999999999998,43.291666666666664,7.7,0.0,0.0,4.466666666666666
124,2018-05-05,10.8,23.0,17.383333333333333,45.53958333333333,,13.691666666666668,27.7,59.458333333333336,,0.0,0.0,0.0
125,2018-05-06,13.8,24.9,19.091666666666665,39.634166666666665,,13.4375,29.03333333333333,69.45833333333333,,0.0,0.0,0.0
126,2018-05-07,13.7,25.1,19.591666666666665,43.843333333333334,,13.025,32.166666666666664,61.166666666666664,,0.0,0.0,0.0
127,2018-05-08,15.7,26.0,20.662499999999998,41.96458333333333,,14.404166666666667,25.9,62.083333333333336,,0.0,0.0,0.0
128,2018-05-09,15.3,25.0,20.5625,48.99916666666667,,8.2875,,131.75,,0.0,0.0,1.5875000000000001
129,2018-05-10,12.8,18.9,15.083333333333334,77.40125,,8.895833333333334,33.5,254.125,,0.2875,0.0,43.604166666666664
130,2018-05-11,9.9,19.8,15.254166666666668,67.33624999999999,,6.483333333333333,33.5,80.29166666666667,8.65,0.0,0.0,29.6375
131,2018-05-12,10.0,24.1,18.116666666666667,64.73375,,6.516666666666667,,59.625,,0.0,0.0,19.037499999999998
132,2018-05-13,15.0,21.8,18.304166666666667,69.53875000000001,,13.987499999999999,37.38333333333333,239.0,,0.008333333333333333,0.0,42.27916666666666
133,2018-05-14,14.1,23.9,17.712500000000002,78.42791666666666,,6.529166666666666,33.5,113.875,,0.32083333333333336,0.0,29.545833333333334
134,2018-05-15,12.1,22.0,17.958333333333332,50.85916666666666,,12.083333333333334,29.63333333333333,90.0,,0.020833333333333332,0.0,18.491666666666667
135,2018-05-16,12.0,20.2,15.279166666666667,75.59958333333334,,8.083333333333334,29.3,174.33333333333334,,0.17083333333333336,0.0,30.3625
136,2018-05-17,11.0,19.1,14.895833333333334,66.38458333333334,,13.758333333333333,37.5,311.625,,0.0375,0.0,33.50416666666667
137,2018-05-18,7.2,15.7,11.966666666666667,70.70583333333333,,9.3125,31.7,217.04166666666666,7.633333333333333,0.0,0.0,20.2375
138,2018-05-19,8.1,19.1,13.941666666666668,64.545,,9.504166666666666,,65.54166666666667,8.075,0.0,0.0,23.379166666666666
139,2018-05-20,11.3,20.9,16.391666666666666,64.16166666666666,,10.720833333333333,38.9,112.08333333333333,,0.008333333333333333,0.0,40.06666666666666
140,2018-05-21,15.8,25.2,20.3875,46.68958333333333,,15.549999999999999,29.65,85.0,,0.0,0.0,23.679166666666664
141,2018-05-22,12.3,24.3,18.491666666666667,64.8725,,7.429166666666667,,103.125,,0.24583333333333335,0.0,23.041666666666668
142,2018-05-23,13.8,25.1,17.933333333333334,77.43916666666667,,7.5375000000000005,33.5,141.66666666666666,,0.016666666666666666,0.0,35.583333333333336
143,2018-05-24,15.1,22.0,18.966666666666665,72.38041666666666,,9.854166666666666,,47.5,,0.0,0.0,37.0625
144,2018-05-25,15.1,24.9,19.954166666666666,75.15291666666667,,6.816666666666666,,55.916666666666664,,0.0,0.0,23.6375
145,2018-05-26,17.8,27.8,22.645833333333332,61.45708333333334,27.4,9.125,,58.583333333333336,,0.0,0.0,4.1000000000000005
146,2018-05-27,17.3,29.0,22.77916666666667,61.82,27.9,6.0625,,118.0,,0.0,0.0,17.516666666666666
147,2018-05-28,16.1,30.2,24.162499999999998,59.314166666666665,29.200000000000003,8.966666666666667,31.7,81.83333333333333,,0.0,0.0,9.85
148,2018-05-29,21.0,27.1,23.95,63.572916666666664,28.1,11.375,29.5,146.08333333333334,,0.0,0.0,18.1875
149,2018-05-30,15.8,28.9,23.037499999999998,63.60874999999999,27.8,4.170833333333333,,239.25,,0.0,0.0,12.533333333333333
150,2018-05-31,18.0,28.9,23.84166666666667,61.895,28.2,7.295833333333333,,153.29166666666666,,0.0,0.0,24.370833333333334
151,2018-06-01,16.1,23.1,19.883333333333333,78.03166666666667,,13.566666666666668,27.7,226.45833333333334,,0.7291666666666666,0.0,44.73333333333333
152,2018-06-02,13.8,24.1,19.145833333333332,74.66375000000001,,9.241666666666667,35.3,279.0,,0.0,0.0,19.504166666666666
153,2018-06-03,14.9,27.1,21.083333333333332,63.56875,27.1,6.695833333333333,,172.30434782608697,,0.0,0.0,11.641666666666666
154,2018-06-04,17.8,28.8,23.541666666666668,55.04916666666667,27.575,8.695833333333333,,51.625,,0.0,0.0,9.2625
155,2018-06-05,17.9,28.7,23.1125,60.77166666666667,27.316666666666666,8.245833333333334,,87.83333333333333,,0.0,0.0,6.741666666666666
156,2018-06-06,18.7,30.0,23.4375,55.415,28.314285714285713,9.2125,,65.125,,0.0,0.0,5.7124999999999995
157,2018-06-07,18.1,27.0,22.916666666666668,64.94958333333334,27.5,7.879166666666666,,158.33333333333334,,0.0,0.0,20.529166666666665
158,2018-06-08,18.8,28.2,22.958333333333332,70.77875,28.1,5.445833333333333,,119.20833333333333,,0.029166666666666664,0.0,14.508333333333333
159,2018-06-09,18.9,31.1,23.245833333333334,70.22791666666667,29.116666666666664,8.945833333333333,,189.45833333333334,,0.46249999999999997,0.0,26.375
160,2018-06-10,18.1,27.2,22.458333333333332,75.68291666666667,27.6,5.320833333333334,,218.58333333333334,,0.08750000000000001,0.0,32.458333333333336
161,2018-06-11,17.2,25.8,20.8625,80.02291666666666,,7.295833333333333,,88.83333333333333,,0.47500000000000003,0.0,28.395833333333332
162,2018-06-12,15.1,17.8,16.4125,84.27041666666666,,6.3,,66.625,,0.7875,0.0,39.233333333333334
163,2018-06-13,13.0,16.8,15.424999999999999,68.46958333333333,,10.6875,27.7,311.375,,0.0,0.0,47.90416666666667
164,2018-06-14,12.0,21.1,16.912499999999998,64.21208333333333,,6.6375,,246.66666666666666,,0.0,0.0,36.641666666666666
165,2018-06-15,15.7,22.1,18.608333333333334,72.09583333333333,,1.675,,173.125,,0.0,0.0,54.84583333333333
166,2018-06-16,13.8,25.9,20.05,67.35625,,5.745833333333334,,176.5,,0.0,0.0,30.462500000000002
167,2018-06-17,15.0,22.8,19.041666666666668,63.310833333333335,,10.8375,32.7,299.75,,0.0,0.0,35.31666666666667
168,2018-06-18,13.1,23.0,18.599999999999998,64.98625,,9.637500000000001,,268.2083333333333,,0.0,0.0,40.25
169,2018-06-19,13.8,23.2,19.366666666666667,74.41458333333334,,5.245833333333334,,260.25,,0.0,0.0,30.42916666666667
170,2018-06-20,18.0,29.2,23.287499999999998,61.492916666666666,28.099999999999998,4.0,,163.54166666666666,,0.0,0.0,19.962500000000002
171,2018-06-21,13.1,23.8,19.3125,58.53125,,15.887500000000001,38.31818181818182,314.125,,0.0,0.0,8.520833333333334
172,2018-06-22,9.1,17.9,13.575000000000001,59.945,,16.283333333333335,33.72222222222222,309.0,7.933333333333334,0.0,0.0,32.141666666666666
173,2018-06-23,9.7,18.9,14.441666666666668,63.89083333333334,,12.608333333333334,33.224999999999994,320.7916666666667,,0.0,0.0,31.541666666666668
174,2018-06-24,11.1,21.1,15.954166666666666,65.645,,7.675,38.45,269.8333333333333,,0.0,0.0,45.23333333333333
175,2018-06-25,13.9,23.2,17.983333333333334,63.07749999999999,,9.15,29.5,283.4583333333333,,0.0,0.0,46.725
176,2018-06-26,15.1,24.0,20.133333333333333,60.036249999999995,,10.983333333333334,,118.54166666666667,,0.0,0.0,26.883333333333336
177,2018-06-27,14.2,26.0,21.212500000000002,51.981249999999996,,13.545833333333334,28.96666666666667,82.04166666666667,,0.0,0.0,7.041666666666667
178,2018-06-28,17.2,27.9,22.829166666666666,44.314166666666665,26.75,15.370833333333332,33.06,39.333333333333336,,0.0,0.0,11.462499999999999
179,2018-06-29,20.1,31.0,25.150000000000002,42.91833333333333,27.9,9.333333333333334,,69.16666666666667,,0.0,0.0,19.216666666666665
180,2018-06-30,18.1,28.2,24.133333333333336,42.32958333333333,27.05,12.445833333333333,30.6,68.875,,0.0,0.0,0.08750000000000001
181,2018-07-01,16.1,26.2,21.395833333333332,32.19166666666667,,18.641666666666666,38.96,69.70833333333333,,0.0,0.0,0.0
182,2018-07-02,15.7,27.2,21.704166666666666,32.5,26.233333333333334,15.120833333333332,31.18,66.625,,0.0,0.0,0.0
183,2018-07-03,17.7,29.2,23.633333333333336,27.104166666666668,26.977777777777778,8.370833333333334,,111.58333333333333,,0.0,0.0,4.7749999999999995
184,2018-07-04,16.0,29.1,21.854166666666668,51.166666666666664,27.225,6.570833333333333,,181.29166666666666,,0.0,0.0,26.895833333333332
185,2018-07-05,14.9,26.1,20.925,69.70625,,10.345833333333333,,273.9583333333333,,0.0,0.0,32.2875
186,2018-07-06,18.7,28.1,22.920833333333334,56.49875,26.983333333333334,10.720833333333333,31.142857142857142,288.9583333333333,,0.0,0.0,27.933333333333334
187,2018-07-07,15.1,28.8,21.945833333333336,50.73041666666666,26.96666666666667,8.808333333333334,,244.04166666666666,,0.0,0.0,26.65833333333333
188,2018-07-08,14.2,28.1,22.287499999999998,39.80166666666667,26.5,10.266666666666667,,153.66666666666666,,0.0,0.0,1.0999999999999999
189,2018-07-09,17.0,27.2,22.175,40.84666666666667,26.24,12.883333333333333,27.7,97.45833333333333,,0.0,0.0,10.291666666666666
